Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Sunshine North,9 Ryan Ct,4,h,861800,S,Douglas,01-04-2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine West,4A Gayle Cl,4,t,630000,SP,Bells,01-04-2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,51 Warmington Rd,3,h,0,PN,Bells,01-04-2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Surrey Hills,2/5 Florence Rd,2,u,0,SN,Woodards,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,6 Meldreth St,5,h,3250000,PI,Marshall,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,11 Pembroke St,4,h,0,PI,Marshall,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,11 Shepherd St,4,h,1600000,S,Fletchers,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,3A Shepreth St,2,h,0,S,Noel,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,452 Whitehorse Rd,3,h,0,SP,Woodards,01-04-2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Sydenham,14 Lorinda Cl,5,h,593000,S,Bells,01-04-2017,3037,Western Metropolitan,3640,18,Brimbank City Council
Sydenham,28 Roadhouse Wyn,4,h,547000,S,Barry,01-04-2017,3037,Western Metropolitan,3640,18,Brimbank City Council
Taylors Lakes,8 Madison Cl,3,h,0,SP,Brad,01-04-2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Taylors Lakes,2 Strzelecki Ct,4,h,645500,S,Barry,01-04-2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Templestowe,3 Bindi Cl,5,h,1952000,S,Barry,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,102 Dellfield Dr,3,h,1175000,S,Jellis,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,20 Hillhouse Rd,4,h,1750000,S,Barry,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,5 Tatterson Ct,4,h,1380000,S,Barry,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,2/61 Wood St,3,t,965000,S,ASL,01-04-2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe Lower,1/15 Ashford St,4,h,1051888,SA,Fletchers,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,54 Astley St,5,h,1310000,S,Jellis,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,6 Benambra Dr,4,h,1150000,S,Jellis,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,22 Glenair St,4,h,1255000,S,Barry,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,1 Howitt Dr,5,h,1351000,S,Jellis,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,112 Pleasant Rd,3,h,1161500,SP,Jellis,01-04-2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Thomastown,115 Bickley Av,3,h,580000,S,Harcourts,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,1 Burwood Ct,3,h,745000,S,Barry,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,4 Cipora Pl,3,h,576000,S,Love,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,2/12 Frederick St,3,u,517000,S,Harcourts,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,16 Queenscliff Rd,3,h,525000,S,Barry,01-04-2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thornbury,1/109 Flinders St,2,u,0,PI,Woodards,01-04-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,22 Mansfield St,2,h,1260000,S,Woodards,01-04-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,138A Smith St,3,h,0,S,Nelson,01-04-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,76 Woolton Av,4,h,1651118,S,Love,01-04-2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Toorak,16/5 Gordon St,1,u,0,SP,hockingstuart,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,12/49 Grange Rd,2,u,580000,VB,Jellis,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,1/62 Mathoura Rd,2,u,1850000,S,Marshall,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,8 Mathoura Rd,3,h,0,S,Marshall,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,6/91 Mathoura Rd,3,u,855000,S,Jellis,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,5/568 Toorak Rd,3,h,1600000,PI,Marshall,01-04-2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Truganina,23 Kalimna Wy,3,h,0,PN,Reliance,01-04-2017,3029,Western Metropolitan,5811,18.4,Melton City Council
Tullamarine,12 Brunton Cr,4,h,695000,S,YPA,01-04-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,29 Lackenheath Dr,3,h,560000,S,Langwell,01-04-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,2/20 Waratah Av,2,h,0,SN,Barry,01-04-2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Vermont South,1 Citron Ct,4,h,1120000,PI,Fletchers,01-04-2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Vermont South,641 Springvale Rd,4,h,0,PI,Ray,01-04-2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Wantirna,16 Milpera Cr,5,h,0,SN,Woodards,01-04-2017,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna South,44 Arbroath Rd,4,h,921000,S,Ray,01-04-2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,5 Iona Ct,3,h,0,PI,Biggin,01-04-2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,7 Talwood Cl,5,h,1390000,S,Ray,01-04-2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Warrandyte,89 Brackenbury St,4,h,0,SN,Gardiner,01-04-2017,3113,Eastern Metropolitan,2003,21.1,Manningham City Council
Warrandyte,48 Yarra St,3,h,730000,S,Carter,01-04-2017,3113,Eastern Metropolitan,2003,21.1,Manningham City Council
Werribee,65 Market Rd,2,h,700000,S,Triwest,01-04-2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,21 Parrakeet Rd,3,h,452000,S,hockingstuart,01-04-2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,12 Purchas St,3,h,0,SN,Barry,01-04-2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,15 Raleigh Ct,3,h,430000,SP,YPA,01-04-2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
West Footscray,1 Park Av,3,h,720000,S,Sweeney,01-04-2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,35 Pitt St,3,h,975000,S,Purplebricks,01-04-2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,13 Tucker St,2,h,930000,S,hockingstuart,01-04-2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Melbourne,609/118 Dudley St,1,u,315000,S,MICM,01-04-2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
Westmeadows,21/84 Hillcrest Dr,2,t,470000,SP,Barry,01-04-2017,3049,Northern Metropolitan,2474,16.5,Hume City Council
Westmeadows,66 Toora Dr,3,h,0,SN,Barry,01-04-2017,3049,Northern Metropolitan,2474,16.5,Hume City Council
Wheelers Hill,11 Belvedere Av,4,h,0,PI,Stockdale,01-04-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,24 Blackwood Dr,4,h,1185000,S,Buxton,01-04-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,2/14 Marykirk Dr,3,u,0,PI,hockingstuart,01-04-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,1 Matheson Ct,4,h,1050000,S,Jellis,01-04-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,3 Palmerston Cr,3,h,1131000,SP,Harcourts,01-04-2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Williamstown,156 Melbourne Rd,5,h,1700000,S,RT,01-04-2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,8 Pasco St,3,h,1520000,SP,Williams,01-04-2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,7 Tobruk Cr,3,h,1621000,S,RT,01-04-2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Windsor,48 Lewisham Rd,2,h,1670000,S,Marshall,01-04-2017,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Windsor,2/4 Victoria St,2,u,652000,S,hockingstuart,01-04-2017,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Wollert,4 Bellavista Dr,4,h,660000,S,hockingstuart,01-04-2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wollert,3 Crescendo Bvd,4,h,567500,SA,Love,01-04-2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wollert,8 Ludeman Dr,3,h,472500,S,Harcourts,01-04-2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wyndham Vale,55 Lollipop Dr,5,h,0,PN,Ray,01-04-2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Wyndham Vale,7 Provan Dr,3,h,380000,S,Ray,01-04-2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Yarraville,44 Benbow St,2,h,0,S,Jas,01-04-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,1 Fielding St,3,h,1381000,SP,Jas,01-04-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,6 Freeman St,3,h,0,SP,Sweeney,01-04-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,5/150 Hyde St,2,u,607500,SP,Jas,01-04-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,6a Morven St,3,h,1120000,SP,Jas,01-04-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,58 Murray St,2,h,802000,SP,Hunter,01-04-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,20 Pearce St,6,h,1550000,S,hockingstuart,01-04-2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Abbotsford,256 Langridge St,3,h,1350000,S,Biggin,01-07-2017,3067,Northern Metropolitan,4019,3,Yarra City Council
Airport West,16 Glenys Av,3,h,858000,SP,Raine,01-07-2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Airport West,1/9 Kitson Cr,2,u,593000,S,Nelson,01-07-2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Airport West,118 Marshall Rd,3,h,640000,S,Nelson,01-07-2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Airport West,9 South Rd,3,h,961000,S,Nelson,01-07-2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Albert Park,126 Mills St,2,h,1535000,S,Greg,01-07-2017,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albion,2 Bazentin St,3,h,570000,S,Barry,01-07-2017,3020,Western Metropolitan,2185,10.5,Brimbank City Council
Alphington,6 Como St,4,h,2345000,S,Jellis,01-07-2017,3078,Northern Metropolitan,2211,5.7,Darebin City Council
Alphington,91 Lucerne Cr,4,h,0,S,Kay,01-07-2017,3078,Northern Metropolitan,2211,5.7,Darebin City Council
Altona Meadows,3 Parham Ct,3,h,0,SN,Barry,01-07-2017,3028,Western Metropolitan,7630,15.5,Hobsons Bay City Council
Altona North,151 Chambers Rd,3,h,900000,S,Greg,01-07-2017,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Altona North,30 Marigold Av,3,h,0,PN,Gunn&Co,01-07-2017,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Altona North,4/7 Prentice St,2,t,650000,SP,RT,01-07-2017,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Ardeer,22 Lawrence St,2,h,480000,S,Sweeney,01-07-2017,3022,Western Metropolitan,1281,12.8,Brimbank City Council
Armadale,52 Adelaide St,5,h,5200000,SP,Marshall,01-07-2017,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Ascot Vale,92 Langs Rd,3,h,950000,S,Rendina,01-07-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,40 Moonee St,4,h,0,SP,Brad,01-07-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ashwood,4 Wippa Ct,3,h,1225000,S,hockingstuart,01-07-2017,3147,Southern Metropolitan,2894,10.2,Monash City Council
Attwood,91 Stonebridge Wy,5,h,1025000,S,Stockdale,01-07-2017,3049,Northern Metropolitan,1130,16.5,Hume City Council
Avondale Heights,12a Doyle St,3,u,622000,S,Moonee,01-07-2017,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Avondale Heights,41 Herbert St,3,h,825000,SP,McDonald,01-07-2017,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Balwyn,38 Belmore Rd,4,h,1475000,PI,Jellis,01-07-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,8 Madang Av,5,h,3050000,VB,Jellis,01-07-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn North,466 Balwyn Rd,4,h,0,S,Fletchers,01-07-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,50 Corhampton Rd,5,h,2160000,S,Noel,01-07-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,2/18 Doncaster Rd,3,t,1050000,PI,Ray,01-07-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,15 Harrington Av,6,h,0,SP,Fletchers,01-07-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,2/43 Sutton St,3,h,1275000,VB,Fletchers,01-07-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Bayswater,18B Orchard Rd,3,t,640000,S,Fletchers,01-07-2017,3153,Eastern Metropolitan,5030,23.2,Knox City Council
Bayswater North,1/19 Glen Park Rd,3,u,500000,PI,Stockdale,01-07-2017,3153,Eastern Metropolitan,3598,23.2,Maroondah City Council
Bayswater North,8 Toolimerin Av,4,h,825000,SP,Appleby,01-07-2017,3153,Eastern Metropolitan,3598,23.2,Maroondah City Council
Beaumaris,13/472 Beach Rd,1,u,0,PI,Kay,01-07-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,50/34 Bodley St,2,u,800000,VB,Hodges,01-07-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,73 Charman Rd,4,h,1221000,PI,Ray,01-07-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,23 Hepburn Av,4,h,1800000,S,Buxton,01-07-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,20 Martin St,5,h,0,SS,Ray,01-07-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,3 Wells Rd,4,h,1823000,S,Hodges,01-07-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,11 White St,6,h,2000000,S,Ray,01-07-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Bentleigh,12 Auckland St,3,h,1365000,S,Buxton,01-07-2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,48 Tucker Rd,3,h,1045000,SP,hockingstuart,01-07-2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh East,1 Gladesville Dr,5,h,1220000,S,Buxton,01-07-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Berwick,96 Avebury Dr,4,h,627500,SP,C21,01-07-2017,3806,Eastern Victoria,17093,35.2,Casey City Council
Blackburn,4/5 Dewrang Cr,3,u,1095000,S,Fletchers,01-07-2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn,143 Surrey Rd,4,h,0,VB,RT,01-07-2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn South,32 Obrien Cr,3,h,1020000,S,McGrath,01-07-2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
Blackburn South,3 Shaun Av,3,h,0,SN,Noel,01-07-2017,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
Boronia,39 Lockwoods Rd,3,h,642000,S,Stockdale,01-07-2017,3155,Eastern Metropolitan,9704,25,Knox City Council
Briar Hill,31A Beaconsfield Rd,3,h,840000,S,Barry,01-07-2017,3088,Eastern Metropolitan,1390,16.1,Banyule City Council
Brighton,20 Byron St,3,h,2650000,S,RT,01-07-2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,36/568 New St,1,u,380000,VB,Chisholm,01-07-2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,160 Were St,5,h,3250000,SP,Hodges,01-07-2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton East,18 Centre Rd,4,t,1731000,SP,Buxton,01-07-2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Broadmeadows,1/124 Cuthbert St,3,t,465000,S,Barry,01-07-2017,3047,Northern Metropolitan,4294,14,Hume City Council
Broadmeadows,21 Graham St,3,h,518500,S,YPA,01-07-2017,3047,Northern Metropolitan,4294,14,Hume City Council
Brooklyn,1/53 Stenhouse Av,3,u,665000,S,hockingstuart,01-07-2017,3012,Western Metropolitan,962,6.4,Brimbank City Council
Brunswick,11/757 Park St,2,u,692000,S,Jellis,01-07-2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick East,36 Clarence St,2,h,1305000,S,Nicholson,01-07-2017,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick West,14 Fleming St,3,h,0,S,Nelson,01-07-2017,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,36 Newman St,3,h,1100000,S,Brad,01-07-2017,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,2/59 Smith St,2,h,573000,S,Jellis,01-07-2017,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Bulleen,80 Thompsons Rd,3,h,1060000,S,Fletchers,01-07-2017,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bundoora,9 Edro Ct,4,h,0,SP,RW,01-07-2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,28 Greenwood Dr,3,h,805000,S,Barry,01-07-2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,533 Grimshaw St,3,h,682000,S,Ray,01-07-2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,3/11 Neilsen Cr,3,t,510000,S,Stockdale,01-07-2017,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Burnside Heights,31 Batman St,3,h,535000,S,Barry,01-07-2017,3023,Western Metropolitan,1686,14.8,Melton City Council
Burwood East,2 Amaroo Ct,4,h,1088000,PI,Ray,01-07-2017,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
Burwood East,11 Kalista Ct,3,h,1180000,S,Fletchers,01-07-2017,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
Cairnlea,16 Homebush Rd,3,h,630000,PI,YPA,01-07-2017,3023,Western Metropolitan,2674,14.8,Brimbank City Council
Camberwell,6/9 Eddy St,2,u,677000,S,Noel,01-07-2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,31a Morey St,3,h,0,PI,Marshall,01-07-2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,2/576 Riversdale Rd,2,u,670000,VB,Jellis,01-07-2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,4/924 Toorak Rd,3,t,1320000,PI,Bekdon,01-07-2017,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Canterbury,108/2 Gascoyne St,2,u,816000,S,Nelson,01-07-2017,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Carlton,5/50 Barkly St,1,u,350000,VB,Woodards,01-07-2017,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,106/37 Palmerston St,2,u,620000,S,Woodards,01-07-2017,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,113 Station St,3,h,1760000,S,Nelson,01-07-2017,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carnegie,301/9 Morton Av,1,u,300000,PI,Ray,01-07-2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
Caroline Springs,16/7 Toolondo Cl,3,h,545000,SP,Metro,01-07-2017,3023,Western Metropolitan,7719,14.8,Melton City Council
Caulfield South,30a Narrawong Rd,4,h,1800000,VB,Gary,01-07-2017,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Caulfield South,3/29 Sussex Rd,2,u,1091500,S,hockingstuart,01-07-2017,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Chadstone,1 Evans St,3,h,0,PI,Woodards,01-07-2017,3148,Southern Metropolitan,3582,11.7,Monash City Council
Cheltenham,4 Cronin Ct,5,h,1140000,S,O'Brien,01-07-2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,2/14 Jack Rd,3,t,950000,S,Chisholm,01-07-2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,15 Latrobe St,2,h,1171000,S,Ray,01-07-2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,4/3 MacKenzie St,2,u,425000,S,Purplebricks,01-07-2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,105 Wilson St,3,h,1116000,S,Ray,01-07-2017,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Clarinda,35 Inverness St,3,h,0,VB,Grant's,01-07-2017,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council
Clayton,2/13 Jaguar Dr,3,u,0,PN,Wilson,01-07-2017,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton,13 Murdo Rd,4,h,0,SN,C21,01-07-2017,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clifton Hill,5/94 Roseneath St,3,u,1030000,S,Nelson,01-07-2017,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Clyde North,11 Riverbank Cl,4,h,689000,SP,Harcourts,01-07-2017,3978,Eastern Victoria,2987,43.4,Casey City Council
Coburg,126 Barrow St,2,h,900000,VB,Jellis,01-07-2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,5/27 Cope St,2,u,620000,S,Raine,01-07-2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,12 Rasmussen Ct,4,h,922000,SP,Melbourne,01-07-2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,82a Ross St,3,t,0,PI,Barry,01-07-2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,18 Shaftsbury St,3,h,1077000,S,Jellis,01-07-2017,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg North,72 Camera Wk,4,h,800000,SA,Raine,01-07-2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,29 Livingstone St,3,h,805000,PI,Jellis,01-07-2017,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Craigieburn,13 Aston St,4,h,665000,PI,RE,01-07-2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,59 Balyang Wy,4,h,607000,S,@Realty,01-07-2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,13 Brampton Cl,3,h,515500,S,RE,01-07-2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,66 Northern Cr,4,h,509500,S,@Realty,01-07-2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,6 Vision Rd,3,h,660000,S,LJ,01-07-2017,3064,Northern Metropolitan,15510,20.6,Hume City Council
Cranbourne,26 Mundaring Dr,5,h,572000,S,O'Brien,01-07-2017,3977,South-Eastern Metropolitan,7680,34.7,Casey City Council
Croydon,8 Banool Ct,4,h,932000,S,Hoskins,01-07-2017,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,1/27 Leigh Rd,2,u,566100,S,RW,01-07-2017,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,15 Ronald Rd,2,h,570000,SP,McGrath,01-07-2017,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon,2/26 Vernon St,4,h,875000,S,Barry,01-07-2017,3136,Eastern Metropolitan,11925,23,Maroondah City Council
Croydon Hills,7 Wildberry Cl,3,h,0,PI,Barry,01-07-2017,3136,Eastern Metropolitan,1705,23,Maroondah City Council
Croydon North,22 Knee La,4,h,810000,SA,Gardiner,01-07-2017,3136,Eastern Metropolitan,2985,23,Maroondah City Council
Dandenong,40 Grandview Av,3,h,585000,S,McLennan,01-07-2017,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong,5/6 MacPherson St,2,u,348000,S,McLennan,01-07-2017,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
Dandenong North,110 Gladstone Rd,3,h,627000,S,Barry,01-07-2017,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
Dandenong North,52 Simpson Dr,3,h,760000,SP,O'Brien,01-07-2017,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
Diamond Creek,17 Norma St,2,h,621000,S,Mason,01-07-2017,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council
Dingley Village,2/77 Centre Dandenong Rd,2,u,612000,S,Buxton,01-07-2017,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Doncaster,13 Carnarvon St,3,t,840000,SP,Philip,01-07-2017,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,2/4 Frank St,3,t,945000,S,Ham,01-07-2017,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster East,66 Saxonwood Dr,6,h,1856000,SP,Barry,01-07-2017,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Donvale,1 Bernarra Ct,7,h,2705000,S,Ray,01-07-2017,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,2/11 Chippewa Av,3,t,818000,S,Ray,01-07-2017,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Donvale,1 Clements Av,3,h,852000,PI,Ray,01-07-2017,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
Doreen,33 Starboard Dr,3,h,530500,S,Buckingham,01-07-2017,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council
Eaglemont,69 Banksia St,4,h,0,S,Nelson,01-07-2017,3084,Eastern Metropolitan,1651,8.9,Banyule City Council
East Melbourne,1005/166 Wellington Pde,2,u,0,SP,Harcourts,01-07-2017,3002,Northern Metropolitan,3040,1.3,Melbourne City Council
