Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Reservoir,62 Liston Av,3,h,59,S,Stockdale,03-09-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,108 McMahon Rd,2,h,,SN,McGrath,03-09-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1/147 Purinuan Rd,2,u,415,PI,Ray,03-09-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1/39 Winter Cr,2,h,428,S,Nelson,03-09-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Richmond,24 Butler St,2,h,937,S,Biggin,03-09-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,81 Erin St,3,h,126,S,Biggin,03-09-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,49 Glass St,3,h,182,PI,Biggin,03-09-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,52 Lyndhurst St,3,t,1236,S,Jellis,03-09-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,409/120 Palmer St,2,u,54,PI,LITTLE,03-09-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,6/25 River St,2,u,79525,S,hockingstuart,03-09-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,29/9 Tennyson St,2,u,582,S,Biggin,03-09-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,2/65 Westbank Tce,1,u,5,SP,Domain,03-09-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Ringwood,19 Albert St,3,h,1186,S,hockingstuart,03-09-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,2/1 Gordon Ct,3,t,71,S,Fletchers,03-09-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,9 Hillcrest Av,3,h,568,SA,Carter,03-09-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,83 Maidstone St,3,h,779,S,Jellis,03-09-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood North,60 Felix Cr,3,h,,SP,Fletchers,03-09-2016,3134,Eastern Metropolitan,3619,19.9,Manningham City Council
Ringwood North,51 Goldsmith Av,3,h,81,SP,hockingstuart,03-09-2016,3134,Eastern Metropolitan,3619,19.9,Manningham City Council
Rosanna,166 Bellevue Av,3,h,,S,Fletchers,03-09-2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,20 Douglas St,3,h,,SN,Miles,03-09-2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,20 Rowell St,5,h,1115,S,Nelson,03-09-2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rowville,66 Willow Av,4,h,,SN,Barry,03-09-2016,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Scoresby,103 George St,3,h,668,SP,Barry,03-09-2016,3179,Eastern Metropolitan,2206,22.2,Knox City Council
Scoresby,7 Pamela Ct,3,h,772,S,Ray,03-09-2016,3179,Eastern Metropolitan,2206,22.2,Knox City Council
Scoresby,64 Rosehill St,3,t,645,S,Ray,03-09-2016,3179,Eastern Metropolitan,2206,22.2,Knox City Council
Seaford,13 Chicquita Av,4,h,57,S,hockingstuart,03-09-2016,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seddon,56 Hamilton St,3,h,1145,S,Burnham,03-09-2016,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
Skye,27 McGowan Dr,3,h,41,SP,iTRAK,03-09-2016,3977,South-Eastern Metropolitan,2756,34.7,Frankston City Council
South Melbourne,806/50 Albert Rd,2,u,593,S,Dingle,03-09-2016,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,11 Howe Cr,4,h,2,VB,Marshall,03-09-2016,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,157 Napier St,3,h,16,SP,Marshall,03-09-2016,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Morang,352 Gordons Rd,5,h,13,S,Harcourts,03-09-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,17 Jezwing Av,3,h,515,S,Harcourts,03-09-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,8 Lanata St,3,h,466,S,Harcourts,03-09-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,8 Nivea Tce,4,h,,PI,Harcourts,03-09-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,95 Stagecoach Bvd,5,h,77,SP,Harcourts,03-09-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,12 Torbreck Av,3,h,451,S,hockingstuart,03-09-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Yarra,21/27 Avoca St,2,u,531,S,Jellis,03-09-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,101/40 Chapel Mw,2,u,78875,S,Kay,03-09-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,11/276 Domain Rd,1,u,43,S,hockingstuart,03-09-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,5/38 MacFarlan St,2,u,722,SP,Jellis,03-09-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,301/89 River St,2,u,93,S,hockingstuart,03-09-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,18/34 Rockley Rd,1,u,4675,SP,McGrath,03-09-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,9/10 Tivoli Rd,2,u,475,PI,Buxton,03-09-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
Southbank,41/106 Southbank Bvd,3,u,72,S,VICPROP,03-09-2016,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Spotswood,73 The Avenue,3,h,14,S,hockingstuart,03-09-2016,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council
Springvale,9 Phillip Av,4,h,58,VB,McDonald,03-09-2016,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
Springvale South,66 Harold Rd,4,h,655,S,iSell,03-09-2016,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council
St Albans,18 Gladstone St,4,h,53,S,LJ,03-09-2016,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,1/12 Henry St,3,h,,SP,LJ,03-09-2016,3021,Western Metropolitan,14042,14,Brimbank City Council
St Kilda,57 Acland St,4,h,,PI,Marshall,03-09-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,1/170 Barkly St,2,u,59,S,hockingstuart,03-09-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,66 Blessington St,4,h,24,VB,hockingstuart,03-09-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,31/12 Clyde St,1,u,38,PI,McGrath,03-09-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,16/14 Mitford St,2,u,52,S,Gary,03-09-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,94 Pakington St,2,h,,S,hockingstuart,03-09-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,96 Pakington St,4,h,,S,hockingstuart,03-09-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,210/60 Wellington St,1,u,,PI,hockingstuart,03-09-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
Strathmore,78 Hillsyde Pde,3,h,95,S,Considine,03-09-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,25 Loeman St,5,h,,SP,Frank,03-09-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,82 Strathnaver Av,4,h,155,S,Frank,03-09-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,5 Wallace Cr,4,h,139,S,Nelson,03-09-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,27 Woolart St,4,h,152,S,Considine,03-09-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,30a York St,3,h,,PI,McDonald,03-09-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Sunshine,7/51 Anderson Rd,2,u,,PI,Barry,03-09-2016,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,5 Leith Av,3,h,67,PI,GL,03-09-2016,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,1/136 Wright St,2,u,26,PI,Douglas,03-09-2016,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine North,27 Bangerang Av,3,h,65,PI,Douglas,03-09-2016,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine North,23 Compton Pde,4,h,716,S,Barry,03-09-2016,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine West,36 Lachlan Rd,4,h,661,S,Sweeney,03-09-2016,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,73 Talintyre Rd,3,h,496,S,Barry,03-09-2016,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Surrey Hills,36 Banool Rd,4,h,244,S,Marshall,03-09-2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,2/33 Chestnut St,3,t,111,S,Fletchers,03-09-2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,112 Croydon Rd,4,h,2128,S,Fletchers,03-09-2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,28 Guildford Rd,3,h,29,S,Noel,03-09-2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,226 Union Rd,5,h,22,VB,RT,03-09-2016,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Sydenham,3/49 Carrington St,3,u,385,S,Bells,03-09-2016,3037,Western Metropolitan,3640,18,Brimbank City Council
Tarneit,47 Leda Dr,4,h,66,S,Ray,03-09-2016,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Taylors Hill,9 Bronte Wy,4,h,745,S,Crane,03-09-2016,3037,Western Metropolitan,4242,18,Melton City Council
Taylors Lakes,5 Apollo Rd,3,h,581,S,Barry,03-09-2016,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Templestowe,8 Aloha Gdns,5,h,115,PI,Jellis,03-09-2016,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,2/97 Atkinson St,2,h,62,VB,Barry,03-09-2016,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,50 Lawanna Dr,5,h,176,S,Parkes,03-09-2016,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe,2/123 Parker St,2,t,485,PI,LITTLE,03-09-2016,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe Lower,25 Clauscen St,3,h,115,S,Ray,03-09-2016,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Templestowe Lower,3 Waratah Dr,4,h,121,SP,Zahn,03-09-2016,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Thornbury,2/291 Rathmines St,3,t,,SN,Nelson,03-09-2016,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,2/305 Rossmoyne St,3,u,51,VB,Jellis,03-09-2016,3071,Northern Metropolitan,8870,7,Darebin City Council
Toorak,1/21 Albany Rd,3,u,,SP,Kay,03-09-2016,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Tullamarine,3/45 Eumarella St,3,h,4725,S,Stockdale,03-09-2016,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,1/44 Sharps Rd,3,t,46,S,Jellis,03-09-2016,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Viewbank,52 Rosemar Cct,4,h,91,S,Miles,03-09-2016,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Viewbank,4 The Glade,3,h,96,S,Miles,03-09-2016,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Wantirna,48 Rachelle Dr,3,h,8,S,Harcourts,03-09-2016,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna,30 Tanderra Cr,4,h,,SN,Barry,03-09-2016,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna South,10 Bemboka Ct,4,h,925,S,Biggin,03-09-2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,14 Myalla Ct,5,h,,SN,Barry,03-09-2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,4 Rochelle Ct,5,h,,PI,Barry,03-09-2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,18 Sylphide Wy,3,h,,SP,Barry,03-09-2016,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Watsonia,23 Gabonia Av,3,h,62,S,Darren,03-09-2016,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Werribee,3 Fern Ct,3,h,4,S,Triwest,03-09-2016,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,10 Nuragi Ct,4,h,417,S,hockingstuart,03-09-2016,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,61 Tower Rd,4,h,65,VB,hockingstuart,03-09-2016,3030,Western Metropolitan,16166,14.7,Wyndham City Council
West Melbourne,44 Anderson St,3,t,11,S,Jellis,03-09-2016,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
Westmeadows,36 Campbell St,3,h,56,SP,Barry,03-09-2016,3049,Northern Metropolitan,2474,16.5,Hume City Council
Westmeadows,34 Toora Dr,6,h,535,S,Barry,03-09-2016,3049,Northern Metropolitan,2474,16.5,Hume City Council
Westmeadows,120 Western Av,4,h,51,S,Jason,03-09-2016,3049,Northern Metropolitan,2474,16.5,Hume City Council
Williamstown,4 Freyer St,4,h,1325,S,hockingstuart,03-09-2016,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,46 Pasco St,4,h,14,S,Gunn&Co,03-09-2016,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,8 Pope Pl,3,h,92,SP,Sweeney,03-09-2016,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,54 Twyford St,3,h,1535,S,Greg,03-09-2016,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown North,4/4 Florence St,2,t,5,VB,Village,03-09-2016,3016,Western Metropolitan,802,6.8,Hobsons Bay City Council
Windsor,207/152 Peel St,2,u,58,VB,Jellis,03-09-2016,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Yallambie,27 Aminya Cr,3,h,665,S,Darren,03-09-2016,3085,Northern Metropolitan,1369,12.7,Banyule City Council
Yallambie,11 Tarcoola Dr,4,h,7,S,Barry,03-09-2016,3085,Northern Metropolitan,1369,12.7,Banyule City Council
Yarraville,62 Bena St,4,h,,SP,Jas,03-09-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,13 Benbow St,3,h,1,S,Jas,03-09-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,2/5 Jepson St,2,u,64,PI,hockingstuart,03-09-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,6 Sanderson St,2,h,89,SP,Village,03-09-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,40 Tarrengower St,2,h,76,SP,Jas,03-09-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,83 Tarrengower St,3,h,1165,S,Village,03-09-2016,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Aberfeldie,1 Alma St,4,h,1436,S,Brad,03-09-2017,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council
Airport West,5/1 Lock St,2,u,421,S,Walshe,03-09-2017,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Albanvale,4 Windbreak Ct,3,h,,SN,Barry,03-09-2017,3021,Western Metropolitan,1899,14,Brimbank City Council
Albert Park,23 Faussett St,2,h,191,S,Greg,03-09-2017,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albion,40 Ridley St,5,h,95,S,hockingstuart,03-09-2017,3020,Western Metropolitan,2185,10.5,Brimbank City Council
Alphington,22 Harker St,4,h,168,S,Love,03-09-2017,3078,Northern Metropolitan,2211,5.7,Darebin City Council
Altona,86 Grieve Pde,3,h,913,S,Greg,03-09-2017,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Altona,58A Rose St,3,h,87,VB,hockingstuart,03-09-2017,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Altona Meadows,96 Linden St,3,h,59,PI,hockingstuart,03-09-2017,3028,Western Metropolitan,7630,15.5,Hobsons Bay City Council
Altona North,95 Marion St,3,h,17,PI,RT,03-09-2017,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Armadale,121 Kooyong Rd,4,h,51,S,Marshall,03-09-2017,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,9/61 Kooyong Rd,2,u,45,VB,Jellis,03-09-2017,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,2/26 Mercer Rd,2,u,82,S,Jellis,03-09-2017,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,2/68 Rose St,2,h,133,S,Marshall,03-09-2017,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,6/58 Wattletree Rd,3,t,116,S,Marshall,03-09-2017,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Ascot Vale,7 Bower St,3,t,985,S,Nelson,03-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,26 Harmony Rd,3,h,877,S,Jellis,03-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,18 Munro St,3,h,113,S,Jellis,03-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,132 The Parade,3,h,985,S,Brad,03-09-2017,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ashburton,3 Hudson Ct,3,h,,S,Jellis,03-09-2017,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,35 Morotai Av,4,t,,PI,Buxton,03-09-2017,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Avondale Heights,14 Davis Av,3,u,695,S,Moonee,03-09-2017,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Avondale Heights,50 Riviera Rd,4,h,95,S,Nelson,03-09-2017,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Balaclava,16/109 Hotham St,2,u,6,VB,Buxton,03-09-2017,3183,Southern Metropolitan,2952,6.4,Port Phillip City Council
Balwyn,2/30 Weir St,2,h,87,S,Jellis,03-09-2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn North,15 Arama St,5,h,,S,RW,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,2 Carrington St,3,h,1785,PI,Jellis,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,1/5 Dumblane St,3,t,1485,S,hockingstuart,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,16 Frank St,3,h,,S,Jellis,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,74 Greythorn Rd,4,h,,PI,RT,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,65 Longview Rd,4,h,265,VB,Marshall,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,3/66 Sweyn St,3,t,15,S,Jellis,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,18 Vega St,4,h,,S,Marshall,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,17 Vicars St,5,h,1951,S,Marshall,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,14 Wanbrow Av,5,h,195,S,RT,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,35 Yeneda St,5,h,18,PI,Noel,03-09-2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Bayswater,3 Grieve St,3,h,824,S,One,03-09-2017,3153,Eastern Metropolitan,5030,23.2,Knox City Council
Beaumaris,9a Lilian Ct,4,h,1375,S,Greg,03-09-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,30 Michael St,4,h,163,S,Buxton,03-09-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,3 White St,3,h,145,PI,Ray,03-09-2017,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Bentleigh,104 Brewer Rd,4,h,231,S,Jellis,03-09-2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,42 Campbell St,4,t,,PI,Buxton,03-09-2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,29a Luckins Rd,4,h,,VB,Jellis,03-09-2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,4a Marriot Rd,3,t,12,PI,Ray,03-09-2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,44 Whitmuir Rd,5,h,166,S,Jellis,03-09-2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,2/48 Whitmuir Rd,2,u,77,VB,McGrath,03-09-2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh East,26A Bonny St,4,t,133,S,Ray,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,24 Celia St,3,h,129,VB,Woodards,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,16 Clifton St,4,h,1216,S,Jellis,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,11 Cormick St,3,h,,VB,Buxton,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,29b Hallow St,4,t,1138,S,Buxton,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,15 Huntingdon Rd,2,h,1575,S,Jellis,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,18 Latham St,4,h,,VB,Buxton,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,4/55 Moylan St,3,t,165,S,Jellis,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,3 Namron St,3,h,,PI,Buxton,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,4 Normdale Rd,3,h,114,S,Buxton,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,45 Tambet St,3,h,147,SP,Buxton,03-09-2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Berwick,7 Inkerman St,4,h,827,S,Harcourts,03-09-2017,3806,Eastern Victoria,17093,35.2,Casey City Council
Berwick,4 Rheanva St,5,h,94,VB,Kaye,03-09-2017,3806,Eastern Victoria,17093,35.2,Casey City Council
Berwick,18 Viewgrand Dr,4,h,975,SP,Harcourts,03-09-2017,3806,Eastern Victoria,17093,35.2,Casey City Council
Black Rock,50 Ardoyne St,5,h,,PI,hockingstuart,03-09-2017,3193,Southern Metropolitan,2866,17.3,Bayside City Council
Black Rock,20 Iona St,4,h,195,PI,hockingstuart,03-09-2017,3193,Southern Metropolitan,2866,17.3,Bayside City Council
Blackburn,3 Hamilton Av,3,h,,S,Jellis,03-09-2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn,23 Naughton Gr,5,h,135,SP,Ray,03-09-2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn,1/43 The Ridge,3,t,,S,Jellis,03-09-2017,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn North,12 Katrina St,3,h,116,S,Fletchers,03-09-2017,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn North,58 Kett St,3,h,,VB,Fletchers,03-09-2017,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn North,15 Merle St,4,h,1375,S,Jellis,03-09-2017,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn North,78 Shafer Rd,3,h,132,SP,Noel,03-09-2017,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Bonbeach,95 Bondi Rd,4,h,84,VB,Buxton,03-09-2017,3196,South-Eastern Metropolitan,2887,27,Kingston City Council
Box Hill,20 Graham Pl,3,h,2831,S,Lindellas,03-09-2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council
Box Hill,6 Parkside Av,2,h,182,SP,Buxton,03-09-2017,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council
Briar Hill,3/25 Williams Rd,2,u,61,S,Morrison,03-09-2017,3088,Eastern Metropolitan,1390,16.1,Banyule City Council
Brighton,81 Carpenter St,5,h,,PI,Hodges,03-09-2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,139 Cole St,5,h,55,VB,Marshall,03-09-2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,7/344 New St,2,u,617,S,Buxton,03-09-2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,1/109 Roslyn St,4,t,17,VB,Marshall,03-09-2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,4 Well St,3,h,4125,S,Marshall,03-09-2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton East,9 Berkeley Gr,4,h,2515,S,Marshall,03-09-2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,1/9 Binnie St,2,u,8175,S,Buxton,03-09-2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,9 Dunoon Ct,3,h,159,S,Marshall,03-09-2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,12 Hughes St,3,h,1775,S,Gary,03-09-2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,31 Shasta Av,4,h,,SP,Marshall,03-09-2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,5/79 Union St,2,h,78,VB,Buxton,03-09-2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Broadmeadows,23 Bicknell Ct,3,h,673,S,Stockdale,03-09-2017,3047,Northern Metropolitan,4294,14,Hume City Council
Brunswick,5 Collier Cr,3,h,14,VB,Nelson,03-09-2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,57 Edward St,3,h,12,S,Nelson,03-09-2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,1/11 Millward St,2,u,515,S,Woodards,03-09-2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,204/34 Union St,2,u,,SP,Jellis,03-09-2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,39 Wilkinson St,2,h,8,VB,hockingstuart,03-09-2017,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick East,330 Amess St,2,t,,S,Nelson,03-09-2017,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,18 Ethel St,2,h,123,S,Domain,03-09-2017,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,17 Gear St,2,t,755,S,Woodards,03-09-2017,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick East,188 Stewart St,3,h,,S,Nelson,03-09-2017,3057,Northern Metropolitan,5533,4,Moreland City Council
